Class,Precision,Recall,F1-Score,Support,experiment,run_id
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,30% Synthetic Data,5
Pasture,0.9487179487179487,0.9736842105263158,0.961038961038961,38.0,30% Synthetic Data,5
PermanentCrop,0.9347826086956522,0.8431372549019608,0.8865979381443299,51.0,30% Synthetic Data,5
Residential,0.967741935483871,0.9836065573770492,0.975609756097561,61.0,30% Synthetic Data,5
River,1.0,0.9215686274509803,0.9591836734693877,51.0,30% Synthetic Data,5
SeaLake,1.0,1.0,1.0,59.0,30% Synthetic Data,5
AnnualCrop,0.95,0.9827586206896551,0.9661016949152542,58.0,40% Synthetic Data,5
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,40% Synthetic Data,5
HerbaceousVegetation,0.9393939393939394,0.96875,0.9538461538461539,64.0,40% Synthetic Data,5
Highway,0.9803921568627451,0.9259259259259259,0.9523809523809523,54.0,40% Synthetic Data,5
Industrial,0.9245283018867925,0.98,0.9514563106796117,50.0,40% Synthetic Data,5
Pasture,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0,40% Synthetic Data,5
PermanentCrop,0.94,0.9215686274509803,0.9306930693069307,51.0,40% Synthetic Data,5
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,40% Synthetic Data,5
River,0.98,0.9607843137254902,0.9702970297029703,51.0,40% Synthetic Data,5
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,40% Synthetic Data,5
AnnualCrop,0.890625,0.9827586206896551,0.9344262295081968,58.0,50% Synthetic Data,5
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,50% Synthetic Data,5
HerbaceousVegetation,0.9375,0.9375,0.9375,64.0,50% Synthetic Data,5
Highway,0.9259259259259259,0.9259259259259259,0.9259259259259259,54.0,50% Synthetic Data,5
Industrial,0.9230769230769231,0.96,0.9411764705882353,50.0,50% Synthetic Data,5
Pasture,1.0,0.8947368421052632,0.9444444444444444,38.0,50% Synthetic Data,5
PermanentCrop,0.9215686274509803,0.9215686274509803,0.9215686274509803,51.0,50% Synthetic Data,5
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,50% Synthetic Data,5
River,0.9787234042553191,0.9019607843137255,0.9387755102040817,51.0,50% Synthetic Data,5
SeaLake,1.0,1.0,1.0,59.0,50% Synthetic Data,5
AnnualCrop,0.9344262295081968,0.9827586206896551,0.957983193277311,58.0,5% Synthetic + Geometric,5
Forest,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,5% Synthetic + Geometric,5
HerbaceousVegetation,0.9253731343283582,0.96875,0.9465648854961832,64.0,5% Synthetic + Geometric,5
Highway,0.9444444444444444,0.9444444444444444,0.9444444444444444,54.0,5% Synthetic + Geometric,5
Industrial,0.9411764705882353,0.96,0.9504950495049505,50.0,5% Synthetic + Geometric,5
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,5% Synthetic + Geometric,5
PermanentCrop,0.9583333333333334,0.9019607843137255,0.9292929292929293,51.0,5% Synthetic + Geometric,5
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,5% Synthetic + Geometric,5
River,1.0,1.0,1.0,51.0,5% Synthetic + Geometric,5
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,5% Synthetic + Geometric,5
AnnualCrop,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0,10% Synthetic + Geometric,5
Forest,1.0,0.9814814814814815,0.9906542056074766,54.0,10% Synthetic + Geometric,5
HerbaceousVegetation,0.9538461538461539,0.96875,0.9612403100775194,64.0,10% Synthetic + Geometric,5
Highway,0.9629629629629629,0.9629629629629629,0.9629629629629629,54.0,10% Synthetic + Geometric,5
Industrial,0.9090909090909091,1.0,0.9523809523809523,50.0,10% Synthetic + Geometric,5
Pasture,0.9722222222222222,0.9210526315789473,0.9459459459459459,38.0,10% Synthetic + Geometric,5
PermanentCrop,0.9591836734693877,0.9215686274509803,0.94,51.0,10% Synthetic + Geometric,5
Residential,1.0,0.9508196721311475,0.9747899159663865,61.0,10% Synthetic + Geometric,5
River,0.9622641509433962,1.0,0.9807692307692307,51.0,10% Synthetic + Geometric,5
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,10% Synthetic + Geometric,5
AnnualCrop,0.9508196721311475,1.0,0.9747899159663865,58.0,20% Synthetic + Geometric,5
Forest,1.0,1.0,1.0,54.0,20% Synthetic + Geometric,5
HerbaceousVegetation,0.9836065573770492,0.9375,0.96,64.0,20% Synthetic + Geometric,5
Highway,0.9444444444444444,0.9444444444444444,0.9444444444444444,54.0,20% Synthetic + Geometric,5
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,20% Synthetic + Geometric,5
Pasture,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0,20% Synthetic + Geometric,5
PermanentCrop,0.94,0.9215686274509803,0.9306930693069307,51.0,20% Synthetic + Geometric,5
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,20% Synthetic + Geometric,5
River,0.9444444444444444,1.0,0.9714285714285714,51.0,20% Synthetic + Geometric,5
SeaLake,1.0,0.9661016949152542,0.9827586206896551,59.0,20% Synthetic + Geometric,5
AnnualCrop,0.9180327868852459,0.9655172413793104,0.9411764705882353,58.0,30% Synthetic + Geometric,5
Forest,0.9310344827586207,1.0,0.9642857142857143,54.0,30% Synthetic + Geometric,5
HerbaceousVegetation,0.9375,0.9375,0.9375,64.0,30% Synthetic + Geometric,5
Highway,0.9433962264150944,0.9259259259259259,0.9345794392523364,54.0,30% Synthetic + Geometric,5
Industrial,0.9607843137254902,0.98,0.9702970297029703,50.0,30% Synthetic + Geometric,5
Pasture,1.0,0.8947368421052632,0.9444444444444444,38.0,30% Synthetic + Geometric,5
PermanentCrop,0.9787234042553191,0.9019607843137255,0.9387755102040817,51.0,30% Synthetic + Geometric,5
Residential,1.0,1.0,1.0,61.0,30% Synthetic + Geometric,5
River,0.9615384615384616,0.9803921568627451,0.970873786407767,51.0,30% Synthetic + Geometric,5
SeaLake,0.9830508474576272,0.9830508474576272,0.9830508474576272,59.0,30% Synthetic + Geometric,5
AnnualCrop,0.9830508474576272,1.0,0.9914529914529915,58.0,40% Synthetic + Geometric,5
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,40% Synthetic + Geometric,5
HerbaceousVegetation,0.9375,0.9375,0.9375,64.0,40% Synthetic + Geometric,5
Highway,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,40% Synthetic + Geometric,5
Industrial,0.8928571428571429,1.0,0.9433962264150944,50.0,40% Synthetic + Geometric,5
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,40% Synthetic + Geometric,5
PermanentCrop,0.9787234042553191,0.9019607843137255,0.9387755102040817,51.0,40% Synthetic + Geometric,5
Residential,1.0,0.9508196721311475,0.9747899159663865,61.0,40% Synthetic + Geometric,5
River,0.9444444444444444,1.0,0.9714285714285714,51.0,40% Synthetic + Geometric,5
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,40% Synthetic + Geometric,5
AnnualCrop,0.95,0.9827586206896551,0.9661016949152542,58.0,50% Synthetic + Geometric,5
Forest,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,50% Synthetic + Geometric,5
HerbaceousVegetation,0.8985507246376812,0.96875,0.9323308270676691,64.0,50% Synthetic + Geometric,5
Highway,0.9444444444444444,0.9444444444444444,0.9444444444444444,54.0,50% Synthetic + Geometric,5
Industrial,0.9259259259259259,1.0,0.9615384615384616,50.0,50% Synthetic + Geometric,5
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,50% Synthetic + Geometric,5
PermanentCrop,0.9782608695652174,0.8823529411764706,0.9278350515463918,51.0,50% Synthetic + Geometric,5
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,50% Synthetic + Geometric,5
River,1.0,0.9803921568627451,0.9900990099009901,51.0,50% Synthetic + Geometric,5
SeaLake,1.0,0.9661016949152542,0.9827586206896551,59.0,50% Synthetic + Geometric,5
AnnualCrop,0.95,0.9827586206896551,0.9661016949152542,58.0,No Augmentation,6
Forest,1.0,1.0,1.0,54.0,No Augmentation,6
HerbaceousVegetation,0.9,0.984375,0.9402985074626866,64.0,No Augmentation,6
Highway,0.9137931034482759,0.9814814814814815,0.9464285714285714,54.0,No Augmentation,6
Industrial,0.9607843137254902,0.98,0.9702970297029703,50.0,No Augmentation,6
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,No Augmentation,6
PermanentCrop,0.9777777777777777,0.8627450980392157,0.9166666666666666,51.0,No Augmentation,6
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,No Augmentation,6
River,0.9795918367346939,0.9411764705882353,0.96,51.0,No Augmentation,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,No Augmentation,6
AnnualCrop,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0,Geometric Augmentation,6
Forest,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,Geometric Augmentation,6
HerbaceousVegetation,0.9402985074626866,0.984375,0.9618320610687023,64.0,Geometric Augmentation,6
Highway,0.9622641509433962,0.9444444444444444,0.9532710280373832,54.0,Geometric Augmentation,6
Industrial,0.9259259259259259,1.0,0.9615384615384616,50.0,Geometric Augmentation,6
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,Geometric Augmentation,6
PermanentCrop,0.9791666666666666,0.9215686274509803,0.9494949494949495,51.0,Geometric Augmentation,6
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,Geometric Augmentation,6
River,0.9803921568627451,0.9803921568627451,0.9803921568627451,51.0,Geometric Augmentation,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,Geometric Augmentation,6
AnnualCrop,0.9047619047619048,0.9827586206896551,0.9421487603305785,58.0,5% Synthetic Data,6
Forest,0.9473684210526315,1.0,0.972972972972973,54.0,5% Synthetic Data,6
HerbaceousVegetation,0.927536231884058,1.0,0.9624060150375939,64.0,5% Synthetic Data,6
Highway,0.96,0.8888888888888888,0.9230769230769231,54.0,5% Synthetic Data,6
Industrial,0.9411764705882353,0.96,0.9504950495049505,50.0,5% Synthetic Data,6
Pasture,1.0,0.9736842105263158,0.9866666666666667,38.0,5% Synthetic Data,6
PermanentCrop,0.9777777777777777,0.8627450980392157,0.9166666666666666,51.0,5% Synthetic Data,6
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,5% Synthetic Data,6
River,0.98,0.9607843137254902,0.9702970297029703,51.0,5% Synthetic Data,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,5% Synthetic Data,6
AnnualCrop,0.9508196721311475,1.0,0.9747899159663865,58.0,10% Synthetic Data,6
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,10% Synthetic Data,6
HerbaceousVegetation,0.9104477611940298,0.953125,0.9312977099236641,64.0,10% Synthetic Data,6
Highway,0.9272727272727272,0.9444444444444444,0.9357798165137615,54.0,10% Synthetic Data,6
Industrial,0.9245283018867925,0.98,0.9514563106796117,50.0,10% Synthetic Data,6
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,10% Synthetic Data,6
PermanentCrop,0.9777777777777777,0.8627450980392157,0.9166666666666666,51.0,10% Synthetic Data,6
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,10% Synthetic Data,6
River,0.98,0.9607843137254902,0.9702970297029703,51.0,10% Synthetic Data,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,10% Synthetic Data,6
AnnualCrop,0.9206349206349206,1.0,0.9586776859504132,58.0,20% Synthetic Data,6
Forest,1.0,1.0,1.0,54.0,20% Synthetic Data,6
HerbaceousVegetation,0.9117647058823529,0.96875,0.9393939393939394,64.0,20% Synthetic Data,6
Highway,0.9615384615384616,0.9259259259259259,0.9433962264150944,54.0,20% Synthetic Data,6
Industrial,0.9411764705882353,0.96,0.9504950495049505,50.0,20% Synthetic Data,6
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,20% Synthetic Data,6
PermanentCrop,0.9375,0.8823529411764706,0.9090909090909091,51.0,20% Synthetic Data,6
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,20% Synthetic Data,6
River,0.9803921568627451,0.9803921568627451,0.9803921568627451,51.0,20% Synthetic Data,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,20% Synthetic Data,6
AnnualCrop,0.9655172413793104,0.9655172413793104,0.9655172413793104,58.0,30% Synthetic Data,6
Forest,0.9137931034482759,0.9814814814814815,0.9464285714285714,54.0,30% Synthetic Data,6
HerbaceousVegetation,0.9104477611940298,0.953125,0.9312977099236641,64.0,30% Synthetic Data,6
Highway,0.9387755102040817,0.8518518518518519,0.8932038834951457,54.0,30% Synthetic Data,6
Industrial,0.9245283018867925,0.98,0.9514563106796117,50.0,30% Synthetic Data,6
Pasture,1.0,0.8947368421052632,0.9444444444444444,38.0,30% Synthetic Data,6
PermanentCrop,0.9166666666666666,0.8627450980392157,0.8888888888888888,51.0,30% Synthetic Data,6
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,30% Synthetic Data,6
River,0.9090909090909091,0.9803921568627451,0.9433962264150944,51.0,30% Synthetic Data,6
SeaLake,0.9830508474576272,0.9830508474576272,0.9830508474576272,59.0,30% Synthetic Data,6
AnnualCrop,0.9354838709677419,1.0,0.9666666666666667,58.0,40% Synthetic Data,6
Forest,0.9,1.0,0.9473684210526315,54.0,40% Synthetic Data,6
HerbaceousVegetation,0.9375,0.9375,0.9375,64.0,40% Synthetic Data,6
Highway,0.9583333333333334,0.8518518518518519,0.9019607843137255,54.0,40% Synthetic Data,6
Industrial,0.9259259259259259,1.0,0.9615384615384616,50.0,40% Synthetic Data,6
Pasture,1.0,0.8947368421052632,0.9444444444444444,38.0,40% Synthetic Data,6
PermanentCrop,0.92,0.9019607843137255,0.9108910891089109,51.0,40% Synthetic Data,6
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,40% Synthetic Data,6
River,0.96,0.9411764705882353,0.9504950495049505,51.0,40% Synthetic Data,6
SeaLake,1.0,1.0,1.0,59.0,40% Synthetic Data,6
AnnualCrop,0.9047619047619048,0.9827586206896551,0.9421487603305785,58.0,50% Synthetic Data,6
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,50% Synthetic Data,6
HerbaceousVegetation,0.9117647058823529,0.96875,0.9393939393939394,64.0,50% Synthetic Data,6
Highway,0.9629629629629629,0.9629629629629629,0.9629629629629629,54.0,50% Synthetic Data,6
Industrial,0.9615384615384616,1.0,0.9803921568627451,50.0,50% Synthetic Data,6
Pasture,1.0,0.8947368421052632,0.9444444444444444,38.0,50% Synthetic Data,6
PermanentCrop,0.9565217391304348,0.8627450980392157,0.9072164948453608,51.0,50% Synthetic Data,6
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,50% Synthetic Data,6
River,0.9795918367346939,0.9411764705882353,0.96,51.0,50% Synthetic Data,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,50% Synthetic Data,6
AnnualCrop,1.0,0.9655172413793104,0.9824561403508771,58.0,5% Synthetic + Geometric,6
Forest,1.0,1.0,1.0,54.0,5% Synthetic + Geometric,6
HerbaceousVegetation,0.9545454545454546,0.984375,0.9692307692307692,64.0,5% Synthetic + Geometric,6
Highway,0.9454545454545454,0.9629629629629629,0.9541284403669725,54.0,5% Synthetic + Geometric,6
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,5% Synthetic + Geometric,6
Pasture,0.9743589743589743,1.0,0.987012987012987,38.0,5% Synthetic + Geometric,6
PermanentCrop,0.9795918367346939,0.9411764705882353,0.96,51.0,5% Synthetic + Geometric,6
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,5% Synthetic + Geometric,6
River,0.98,0.9607843137254902,0.9702970297029703,51.0,5% Synthetic + Geometric,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,5% Synthetic + Geometric,6
AnnualCrop,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0,10% Synthetic + Geometric,6
Forest,0.9473684210526315,1.0,0.972972972972973,54.0,10% Synthetic + Geometric,6
HerbaceousVegetation,0.953125,0.953125,0.953125,64.0,10% Synthetic + Geometric,6
Highway,0.9615384615384616,0.9259259259259259,0.9433962264150944,54.0,10% Synthetic + Geometric,6
Industrial,0.9259259259259259,1.0,0.9615384615384616,50.0,10% Synthetic + Geometric,6
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,10% Synthetic + Geometric,6
PermanentCrop,0.9591836734693877,0.9215686274509803,0.94,51.0,10% Synthetic + Geometric,6
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,10% Synthetic + Geometric,6
River,0.9622641509433962,1.0,0.9807692307692307,51.0,10% Synthetic + Geometric,6
SeaLake,1.0,0.9661016949152542,0.9827586206896551,59.0,10% Synthetic + Geometric,6
AnnualCrop,0.95,0.9827586206896551,0.9661016949152542,58.0,20% Synthetic + Geometric,6
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,20% Synthetic + Geometric,6
HerbaceousVegetation,0.96875,0.96875,0.96875,64.0,20% Synthetic + Geometric,6
Highway,0.9803921568627451,0.9259259259259259,0.9523809523809523,54.0,20% Synthetic + Geometric,6
Industrial,0.9259259259259259,1.0,0.9615384615384616,50.0,20% Synthetic + Geometric,6
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,20% Synthetic + Geometric,6
PermanentCrop,0.96,0.9411764705882353,0.9504950495049505,51.0,20% Synthetic + Geometric,6
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,20% Synthetic + Geometric,6
River,0.9444444444444444,1.0,0.9714285714285714,51.0,20% Synthetic + Geometric,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,20% Synthetic + Geometric,6
AnnualCrop,0.95,0.9827586206896551,0.9661016949152542,58.0,30% Synthetic + Geometric,6
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,30% Synthetic + Geometric,6
HerbaceousVegetation,0.921875,0.921875,0.921875,64.0,30% Synthetic + Geometric,6
Highway,0.9107142857142857,0.9444444444444444,0.9272727272727272,54.0,30% Synthetic + Geometric,6
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,30% Synthetic + Geometric,6
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,30% Synthetic + Geometric,6
PermanentCrop,0.9777777777777777,0.8627450980392157,0.9166666666666666,51.0,30% Synthetic + Geometric,6
Residential,0.9838709677419355,1.0,0.991869918699187,61.0,30% Synthetic + Geometric,6
River,0.9791666666666666,0.9215686274509803,0.9494949494949495,51.0,30% Synthetic + Geometric,6
SeaLake,1.0,1.0,1.0,59.0,30% Synthetic + Geometric,6
AnnualCrop,0.95,0.9827586206896551,0.9661016949152542,58.0,40% Synthetic + Geometric,6
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,40% Synthetic + Geometric,6
HerbaceousVegetation,0.9682539682539683,0.953125,0.9606299212598425,64.0,40% Synthetic + Geometric,6
Highway,0.9122807017543859,0.9629629629629629,0.9369369369369369,54.0,40% Synthetic + Geometric,6
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,40% Synthetic + Geometric,6
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,40% Synthetic + Geometric,6
PermanentCrop,0.9583333333333334,0.9019607843137255,0.9292929292929293,51.0,40% Synthetic + Geometric,6
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,40% Synthetic + Geometric,6
River,0.9807692307692307,1.0,0.9902912621359223,51.0,40% Synthetic + Geometric,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,40% Synthetic + Geometric,6
AnnualCrop,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0,50% Synthetic + Geometric,6
Forest,0.9464285714285714,0.9814814814814815,0.9636363636363636,54.0,50% Synthetic + Geometric,6
HerbaceousVegetation,0.9523809523809523,0.9375,0.9448818897637795,64.0,50% Synthetic + Geometric,6
Highway,0.9454545454545454,0.9629629629629629,0.9541284403669725,54.0,50% Synthetic + Geometric,6
Industrial,0.9245283018867925,0.98,0.9514563106796117,50.0,50% Synthetic + Geometric,6
Pasture,0.9722222222222222,0.9210526315789473,0.9459459459459459,38.0,50% Synthetic + Geometric,6
PermanentCrop,0.9583333333333334,0.9019607843137255,0.9292929292929293,51.0,50% Synthetic + Geometric,6
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,50% Synthetic + Geometric,6
River,0.9622641509433962,1.0,0.9807692307692307,51.0,50% Synthetic + Geometric,6
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,50% Synthetic + Geometric,6
AnnualCrop,0.9333333333333333,0.9655172413793104,0.9491525423728814,58.0,No Augmentation,7
Forest,1.0,1.0,1.0,54.0,No Augmentation,7
HerbaceousVegetation,0.9130434782608695,0.984375,0.9473684210526315,64.0,No Augmentation,7
Highway,0.9636363636363636,0.9814814814814815,0.9724770642201835,54.0,No Augmentation,7
Industrial,0.9411764705882353,0.96,0.9504950495049505,50.0,No Augmentation,7
Pasture,0.9459459459459459,0.9210526315789473,0.9333333333333333,38.0,No Augmentation,7
PermanentCrop,0.9583333333333334,0.9019607843137255,0.9292929292929293,51.0,No Augmentation,7
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,No Augmentation,7
River,1.0,0.9411764705882353,0.9696969696969697,51.0,No Augmentation,7
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,No Augmentation,7
AnnualCrop,0.9655172413793104,0.9655172413793104,0.9655172413793104,58.0,Geometric Augmentation,7
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,Geometric Augmentation,7
HerbaceousVegetation,0.9402985074626866,0.984375,0.9618320610687023,64.0,Geometric Augmentation,7
Highway,0.9285714285714286,0.9629629629629629,0.9454545454545454,54.0,Geometric Augmentation,7
Industrial,0.9245283018867925,0.98,0.9514563106796117,50.0,Geometric Augmentation,7
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,Geometric Augmentation,7
PermanentCrop,0.9591836734693877,0.9215686274509803,0.94,51.0,Geometric Augmentation,7
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,Geometric Augmentation,7
River,1.0,0.9607843137254902,0.98,51.0,Geometric Augmentation,7
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,Geometric Augmentation,7
AnnualCrop,0.9180327868852459,0.9655172413793104,0.9411764705882353,58.0,5% Synthetic Data,7
Forest,0.9464285714285714,0.9814814814814815,0.9636363636363636,54.0,5% Synthetic Data,7
HerbaceousVegetation,0.9375,0.9375,0.9375,64.0,5% Synthetic Data,7
Highway,0.9795918367346939,0.8888888888888888,0.9320388349514563,54.0,5% Synthetic Data,7
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,5% Synthetic Data,7
Pasture,0.9230769230769231,0.9473684210526315,0.935064935064935,38.0,5% Synthetic Data,7
PermanentCrop,0.92,0.9019607843137255,0.9108910891089109,51.0,5% Synthetic Data,7
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,5% Synthetic Data,7
River,0.96,0.9411764705882353,0.9504950495049505,51.0,5% Synthetic Data,7
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,5% Synthetic Data,7
AnnualCrop,0.8888888888888888,0.9655172413793104,0.9256198347107438,58.0,10% Synthetic Data,7
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,10% Synthetic Data,7
HerbaceousVegetation,0.9393939393939394,0.96875,0.9538461538461539,64.0,10% Synthetic Data,7
Highway,0.9615384615384616,0.9259259259259259,0.9433962264150944,54.0,10% Synthetic Data,7
Industrial,0.9259259259259259,1.0,0.9615384615384616,50.0,10% Synthetic Data,7
Pasture,0.9722222222222222,0.9210526315789473,0.9459459459459459,38.0,10% Synthetic Data,7
PermanentCrop,0.9574468085106383,0.8823529411764706,0.9183673469387755,51.0,10% Synthetic Data,7
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,10% Synthetic Data,7
River,0.98,0.9607843137254902,0.9702970297029703,51.0,10% Synthetic Data,7
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,10% Synthetic Data,7
AnnualCrop,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0,20% Synthetic Data,7
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,20% Synthetic Data,7
HerbaceousVegetation,0.9090909090909091,0.9375,0.9230769230769231,64.0,20% Synthetic Data,7
Highway,0.9607843137254902,0.9074074074074074,0.9333333333333333,54.0,20% Synthetic Data,7
Industrial,0.9090909090909091,1.0,0.9523809523809523,50.0,20% Synthetic Data,7
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,20% Synthetic Data,7
PermanentCrop,0.9565217391304348,0.8627450980392157,0.9072164948453608,51.0,20% Synthetic Data,7
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,20% Synthetic Data,7
River,0.9622641509433962,1.0,0.9807692307692307,51.0,20% Synthetic Data,7
SeaLake,1.0,1.0,1.0,59.0,20% Synthetic Data,7
AnnualCrop,0.9047619047619048,0.9827586206896551,0.9421487603305785,58.0,30% Synthetic Data,7
Forest,1.0,0.9814814814814815,0.9906542056074766,54.0,30% Synthetic Data,7
HerbaceousVegetation,0.8857142857142857,0.96875,0.9253731343283582,64.0,30% Synthetic Data,7
Highway,0.9622641509433962,0.9444444444444444,0.9532710280373832,54.0,30% Synthetic Data,7
Industrial,0.94,0.94,0.94,50.0,30% Synthetic Data,7
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,30% Synthetic Data,7
PermanentCrop,0.9148936170212766,0.8431372549019608,0.8775510204081632,51.0,30% Synthetic Data,7
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,30% Synthetic Data,7
River,1.0,0.9607843137254902,0.98,51.0,30% Synthetic Data,7
SeaLake,1.0,1.0,1.0,59.0,30% Synthetic Data,7
AnnualCrop,0.9344262295081968,0.9827586206896551,0.957983193277311,58.0,40% Synthetic Data,7
Forest,0.9310344827586207,1.0,0.9642857142857143,54.0,40% Synthetic Data,7
HerbaceousVegetation,0.9230769230769231,0.9375,0.9302325581395349,64.0,40% Synthetic Data,7
Highway,0.9215686274509803,0.8703703703703703,0.8952380952380953,54.0,40% Synthetic Data,7
Industrial,0.9607843137254902,0.98,0.9702970297029703,50.0,40% Synthetic Data,7
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,40% Synthetic Data,7
PermanentCrop,0.92,0.9019607843137255,0.9108910891089109,51.0,40% Synthetic Data,7
Residential,1.0,1.0,1.0,61.0,40% Synthetic Data,7
River,0.96,0.9411764705882353,0.9504950495049505,51.0,40% Synthetic Data,7
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,40% Synthetic Data,7
AnnualCrop,0.9354838709677419,1.0,0.9666666666666667,58.0,50% Synthetic Data,7
Forest,1.0,1.0,1.0,54.0,50% Synthetic Data,7
HerbaceousVegetation,0.8985507246376812,0.96875,0.9323308270676691,64.0,50% Synthetic Data,7
Highway,0.9807692307692307,0.9444444444444444,0.9622641509433962,54.0,50% Synthetic Data,7
Industrial,0.9230769230769231,0.96,0.9411764705882353,50.0,50% Synthetic Data,7
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,50% Synthetic Data,7
PermanentCrop,0.9361702127659575,0.8627450980392157,0.8979591836734694,51.0,50% Synthetic Data,7
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,50% Synthetic Data,7
River,1.0,0.9803921568627451,0.9900990099009901,51.0,50% Synthetic Data,7
SeaLake,1.0,1.0,1.0,59.0,50% Synthetic Data,7
AnnualCrop,0.9827586206896551,0.9827586206896551,0.9827586206896551,58.0,5% Synthetic + Geometric,7
Forest,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,5% Synthetic + Geometric,7
