Class,Precision,Recall,F1-Score,Support,experiment,run_id
Pasture,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0,5% Synthetic Data,3
PermanentCrop,0.9230769230769231,0.9411764705882353,0.9320388349514563,51.0,5% Synthetic Data,3
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,5% Synthetic Data,3
River,1.0,0.9607843137254902,0.98,51.0,5% Synthetic Data,3
SeaLake,1.0,1.0,1.0,59.0,5% Synthetic Data,3
AnnualCrop,0.9344262295081968,0.9827586206896551,0.957983193277311,58.0,10% Synthetic Data,3
Forest,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,10% Synthetic Data,3
HerbaceousVegetation,0.9117647058823529,0.96875,0.9393939393939394,64.0,10% Synthetic Data,3
Highway,0.9423076923076923,0.9074074074074074,0.9245283018867925,54.0,10% Synthetic Data,3
Industrial,0.9607843137254902,0.98,0.9702970297029703,50.0,10% Synthetic Data,3
Pasture,0.9722222222222222,0.9210526315789473,0.9459459459459459,38.0,10% Synthetic Data,3
PermanentCrop,0.9387755102040817,0.9019607843137255,0.92,51.0,10% Synthetic Data,3
Residential,1.0,1.0,1.0,61.0,10% Synthetic Data,3
River,0.96,0.9411764705882353,0.9504950495049505,51.0,10% Synthetic Data,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,10% Synthetic Data,3
AnnualCrop,0.9206349206349206,1.0,0.9586776859504132,58.0,20% Synthetic Data,3
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,20% Synthetic Data,3
HerbaceousVegetation,0.9242424242424242,0.953125,0.9384615384615385,64.0,20% Synthetic Data,3
Highway,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,20% Synthetic Data,3
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,20% Synthetic Data,3
Pasture,1.0,0.8947368421052632,0.9444444444444444,38.0,20% Synthetic Data,3
PermanentCrop,0.9782608695652174,0.8823529411764706,0.9278350515463918,51.0,20% Synthetic Data,3
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,20% Synthetic Data,3
River,0.9807692307692307,1.0,0.9902912621359223,51.0,20% Synthetic Data,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,20% Synthetic Data,3
AnnualCrop,0.9649122807017544,0.9482758620689655,0.9565217391304348,58.0,30% Synthetic Data,3
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,30% Synthetic Data,3
HerbaceousVegetation,0.9076923076923077,0.921875,0.9147286821705426,64.0,30% Synthetic Data,3
Highway,0.9411764705882353,0.8888888888888888,0.9142857142857143,54.0,30% Synthetic Data,3
Industrial,0.8928571428571429,1.0,0.9433962264150944,50.0,30% Synthetic Data,3
Pasture,0.9459459459459459,0.9210526315789473,0.9333333333333333,38.0,30% Synthetic Data,3
PermanentCrop,0.9574468085106383,0.8823529411764706,0.9183673469387755,51.0,30% Synthetic Data,3
Residential,0.9830508474576272,0.9508196721311475,0.9666666666666667,61.0,30% Synthetic Data,3
River,0.9074074074074074,0.9607843137254902,0.9333333333333333,51.0,30% Synthetic Data,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,30% Synthetic Data,3
AnnualCrop,0.9193548387096774,0.9827586206896551,0.95,58.0,40% Synthetic Data,3
Forest,0.9473684210526315,1.0,0.972972972972973,54.0,40% Synthetic Data,3
HerbaceousVegetation,0.9242424242424242,0.953125,0.9384615384615385,64.0,40% Synthetic Data,3
Highway,0.9423076923076923,0.9074074074074074,0.9245283018867925,54.0,40% Synthetic Data,3
Industrial,0.9230769230769231,0.96,0.9411764705882353,50.0,40% Synthetic Data,3
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,40% Synthetic Data,3
PermanentCrop,0.9166666666666666,0.8627450980392157,0.8888888888888888,51.0,40% Synthetic Data,3
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,40% Synthetic Data,3
River,0.96,0.9411764705882353,0.9504950495049505,51.0,40% Synthetic Data,3
SeaLake,1.0,1.0,1.0,59.0,40% Synthetic Data,3
AnnualCrop,0.9206349206349206,1.0,0.9586776859504132,58.0,50% Synthetic Data,3
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,50% Synthetic Data,3
HerbaceousVegetation,0.9242424242424242,0.953125,0.9384615384615385,64.0,50% Synthetic Data,3
Highway,0.9615384615384616,0.9259259259259259,0.9433962264150944,54.0,50% Synthetic Data,3
Industrial,0.9230769230769231,0.96,0.9411764705882353,50.0,50% Synthetic Data,3
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,50% Synthetic Data,3
PermanentCrop,0.9583333333333334,0.9019607843137255,0.9292929292929293,51.0,50% Synthetic Data,3
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,50% Synthetic Data,3
River,1.0,0.9607843137254902,0.98,51.0,50% Synthetic Data,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,50% Synthetic Data,3
AnnualCrop,0.9193548387096774,0.9827586206896551,0.95,58.0,5% Synthetic + Geometric,3
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,5% Synthetic + Geometric,3
HerbaceousVegetation,0.9375,0.9375,0.9375,64.0,5% Synthetic + Geometric,3
Highway,0.9629629629629629,0.9629629629629629,0.9629629629629629,54.0,5% Synthetic + Geometric,3
Industrial,0.98,0.98,0.98,50.0,5% Synthetic + Geometric,3
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,5% Synthetic + Geometric,3
PermanentCrop,0.9387755102040817,0.9019607843137255,0.92,51.0,5% Synthetic + Geometric,3
Residential,1.0,1.0,1.0,61.0,5% Synthetic + Geometric,3
River,0.9803921568627451,0.9803921568627451,0.9803921568627451,51.0,5% Synthetic + Geometric,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,5% Synthetic + Geometric,3
AnnualCrop,0.9824561403508771,0.9655172413793104,0.9739130434782609,58.0,10% Synthetic + Geometric,3
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,10% Synthetic + Geometric,3
HerbaceousVegetation,0.953125,0.953125,0.953125,64.0,10% Synthetic + Geometric,3
Highway,0.9803921568627451,0.9259259259259259,0.9523809523809523,54.0,10% Synthetic + Geometric,3
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,10% Synthetic + Geometric,3
Pasture,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0,10% Synthetic + Geometric,3
PermanentCrop,0.94,0.9215686274509803,0.9306930693069307,51.0,10% Synthetic + Geometric,3
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,10% Synthetic + Geometric,3
River,0.9444444444444444,1.0,0.9714285714285714,51.0,10% Synthetic + Geometric,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,10% Synthetic + Geometric,3
AnnualCrop,0.9830508474576272,1.0,0.9914529914529915,58.0,20% Synthetic + Geometric,3
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,20% Synthetic + Geometric,3
HerbaceousVegetation,0.9682539682539683,0.953125,0.9606299212598425,64.0,20% Synthetic + Geometric,3
Highway,0.9285714285714286,0.9629629629629629,0.9454545454545454,54.0,20% Synthetic + Geometric,3
Industrial,0.9245283018867925,0.98,0.9514563106796117,50.0,20% Synthetic + Geometric,3
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,20% Synthetic + Geometric,3
PermanentCrop,0.96,0.9411764705882353,0.9504950495049505,51.0,20% Synthetic + Geometric,3
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,20% Synthetic + Geometric,3
River,0.9803921568627451,0.9803921568627451,0.9803921568627451,51.0,20% Synthetic + Geometric,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,20% Synthetic + Geometric,3
AnnualCrop,0.9655172413793104,0.9655172413793104,0.9655172413793104,58.0,30% Synthetic + Geometric,3
Forest,0.9310344827586207,1.0,0.9642857142857143,54.0,30% Synthetic + Geometric,3
HerbaceousVegetation,0.921875,0.921875,0.921875,64.0,30% Synthetic + Geometric,3
Highway,0.8947368421052632,0.9444444444444444,0.918918918918919,54.0,30% Synthetic + Geometric,3
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,30% Synthetic + Geometric,3
Pasture,0.9428571428571428,0.868421052631579,0.9041095890410958,38.0,30% Synthetic + Geometric,3
PermanentCrop,0.9574468085106383,0.8823529411764706,0.9183673469387755,51.0,30% Synthetic + Geometric,3
Residential,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0,30% Synthetic + Geometric,3
River,0.9791666666666666,0.9215686274509803,0.9494949494949495,51.0,30% Synthetic + Geometric,3
SeaLake,0.9830508474576272,0.9830508474576272,0.9830508474576272,59.0,30% Synthetic + Geometric,3
AnnualCrop,0.9333333333333333,0.9655172413793104,0.9491525423728814,58.0,40% Synthetic + Geometric,3
Forest,1.0,1.0,1.0,54.0,40% Synthetic + Geometric,3
HerbaceousVegetation,0.9384615384615385,0.953125,0.9457364341085271,64.0,40% Synthetic + Geometric,3
Highway,0.9444444444444444,0.9444444444444444,0.9444444444444444,54.0,40% Synthetic + Geometric,3
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,40% Synthetic + Geometric,3
Pasture,1.0,0.8947368421052632,0.9444444444444444,38.0,40% Synthetic + Geometric,3
PermanentCrop,0.9591836734693877,0.9215686274509803,0.94,51.0,40% Synthetic + Geometric,3
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,40% Synthetic + Geometric,3
River,0.9444444444444444,1.0,0.9714285714285714,51.0,40% Synthetic + Geometric,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,40% Synthetic + Geometric,3
AnnualCrop,0.9655172413793104,0.9655172413793104,0.9655172413793104,58.0,50% Synthetic + Geometric,3
Forest,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,50% Synthetic + Geometric,3
HerbaceousVegetation,0.953125,0.953125,0.953125,64.0,50% Synthetic + Geometric,3
Highway,0.9444444444444444,0.9444444444444444,0.9444444444444444,54.0,50% Synthetic + Geometric,3
Industrial,0.9411764705882353,0.96,0.9504950495049505,50.0,50% Synthetic + Geometric,3
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,50% Synthetic + Geometric,3
PermanentCrop,0.9230769230769231,0.9411764705882353,0.9320388349514563,51.0,50% Synthetic + Geometric,3
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,50% Synthetic + Geometric,3
River,0.9807692307692307,1.0,0.9902912621359223,51.0,50% Synthetic + Geometric,3
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,50% Synthetic + Geometric,3
AnnualCrop,0.9193548387096774,0.9827586206896551,0.95,58.0,No Augmentation,4
Forest,0.9636363636363636,0.9814814814814815,0.9724770642201835,54.0,No Augmentation,4
HerbaceousVegetation,0.9538461538461539,0.96875,0.9612403100775194,64.0,No Augmentation,4
Highway,0.9423076923076923,0.9074074074074074,0.9245283018867925,54.0,No Augmentation,4
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,No Augmentation,4
Pasture,0.9487179487179487,0.9736842105263158,0.961038961038961,38.0,No Augmentation,4
PermanentCrop,0.9387755102040817,0.9019607843137255,0.92,51.0,No Augmentation,4
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,No Augmentation,4
River,1.0,0.9607843137254902,0.98,51.0,No Augmentation,4
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,No Augmentation,4
AnnualCrop,1.0,0.9827586206896551,0.991304347826087,58.0,Geometric Augmentation,4
Forest,1.0,0.9814814814814815,0.9906542056074766,54.0,Geometric Augmentation,4
HerbaceousVegetation,0.9545454545454546,0.984375,0.9692307692307692,64.0,Geometric Augmentation,4
Highway,0.9454545454545454,0.9629629629629629,0.9541284403669725,54.0,Geometric Augmentation,4
Industrial,0.9259259259259259,1.0,0.9615384615384616,50.0,Geometric Augmentation,4
Pasture,0.95,1.0,0.9743589743589743,38.0,Geometric Augmentation,4
PermanentCrop,0.9795918367346939,0.9411764705882353,0.96,51.0,Geometric Augmentation,4
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,Geometric Augmentation,4
River,0.98,0.9607843137254902,0.9702970297029703,51.0,Geometric Augmentation,4
SeaLake,1.0,0.9661016949152542,0.9827586206896551,59.0,Geometric Augmentation,4
AnnualCrop,0.9322033898305084,0.9482758620689655,0.9401709401709402,58.0,5% Synthetic Data,4
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,5% Synthetic Data,4
HerbaceousVegetation,0.9393939393939394,0.96875,0.9538461538461539,64.0,5% Synthetic Data,4
Highway,0.9285714285714286,0.9629629629629629,0.9454545454545454,54.0,5% Synthetic Data,4
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,5% Synthetic Data,4
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,5% Synthetic Data,4
PermanentCrop,0.9574468085106383,0.8823529411764706,0.9183673469387755,51.0,5% Synthetic Data,4
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,5% Synthetic Data,4
River,1.0,0.9411764705882353,0.9696969696969697,51.0,5% Synthetic Data,4
SeaLake,1.0,1.0,1.0,59.0,5% Synthetic Data,4
AnnualCrop,0.9166666666666666,0.9482758620689655,0.9322033898305084,58.0,10% Synthetic Data,4
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,10% Synthetic Data,4
HerbaceousVegetation,0.9264705882352942,0.984375,0.9545454545454546,64.0,10% Synthetic Data,4
Highway,0.9803921568627451,0.9259259259259259,0.9523809523809523,54.0,10% Synthetic Data,4
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,10% Synthetic Data,4
Pasture,0.9473684210526315,0.9473684210526315,0.9473684210526315,38.0,10% Synthetic Data,4
PermanentCrop,0.9777777777777777,0.8627450980392157,0.9166666666666666,51.0,10% Synthetic Data,4
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,10% Synthetic Data,4
River,0.98,0.9607843137254902,0.9702970297029703,51.0,10% Synthetic Data,4
SeaLake,1.0,1.0,1.0,59.0,10% Synthetic Data,4
AnnualCrop,0.8923076923076924,1.0,0.943089430894309,58.0,20% Synthetic Data,4
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,20% Synthetic Data,4
HerbaceousVegetation,0.9242424242424242,0.953125,0.9384615384615385,64.0,20% Synthetic Data,4
Highway,0.96,0.8888888888888888,0.9230769230769231,54.0,20% Synthetic Data,4
Industrial,0.9607843137254902,0.98,0.9702970297029703,50.0,20% Synthetic Data,4
Pasture,1.0,0.9210526315789473,0.958904109589041,38.0,20% Synthetic Data,4
PermanentCrop,0.9361702127659575,0.8627450980392157,0.8979591836734694,51.0,20% Synthetic Data,4
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,20% Synthetic Data,4
River,0.9423076923076923,0.9607843137254902,0.9514563106796117,51.0,20% Synthetic Data,4
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,20% Synthetic Data,4
AnnualCrop,0.9655172413793104,0.9655172413793104,0.9655172413793104,58.0,30% Synthetic Data,4
Forest,0.9298245614035088,0.9814814814814815,0.954954954954955,54.0,30% Synthetic Data,4
HerbaceousVegetation,0.9242424242424242,0.953125,0.9384615384615385,64.0,30% Synthetic Data,4
Highway,0.98,0.9074074074074074,0.9423076923076923,54.0,30% Synthetic Data,4
Industrial,0.96,0.96,0.96,50.0,30% Synthetic Data,4
Pasture,0.9473684210526315,0.9473684210526315,0.9473684210526315,38.0,30% Synthetic Data,4
PermanentCrop,0.9183673469387755,0.8823529411764706,0.9,51.0,30% Synthetic Data,4
Residential,0.9838709677419355,1.0,0.991869918699187,61.0,30% Synthetic Data,4
River,0.9807692307692307,1.0,0.9902912621359223,51.0,30% Synthetic Data,4
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,30% Synthetic Data,4
AnnualCrop,0.9491525423728814,0.9655172413793104,0.9572649572649573,58.0,40% Synthetic Data,4
Forest,0.9310344827586207,1.0,0.9642857142857143,54.0,40% Synthetic Data,4
HerbaceousVegetation,0.9375,0.9375,0.9375,64.0,40% Synthetic Data,4
Highway,0.9423076923076923,0.9074074074074074,0.9245283018867925,54.0,40% Synthetic Data,4
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,40% Synthetic Data,4
Pasture,1.0,0.9736842105263158,0.9866666666666667,38.0,40% Synthetic Data,4
PermanentCrop,0.9387755102040817,0.9019607843137255,0.92,51.0,40% Synthetic Data,4
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,40% Synthetic Data,4
River,0.9795918367346939,0.9411764705882353,0.96,51.0,40% Synthetic Data,4
SeaLake,1.0,1.0,1.0,59.0,40% Synthetic Data,4
AnnualCrop,0.8888888888888888,0.9655172413793104,0.9256198347107438,58.0,50% Synthetic Data,4
Forest,0.9473684210526315,1.0,0.972972972972973,54.0,50% Synthetic Data,4
HerbaceousVegetation,0.9117647058823529,0.96875,0.9393939393939394,64.0,50% Synthetic Data,4
Highway,0.9423076923076923,0.9074074074074074,0.9245283018867925,54.0,50% Synthetic Data,4
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,50% Synthetic Data,4
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,50% Synthetic Data,4
PermanentCrop,0.9545454545454546,0.8235294117647058,0.8842105263157894,51.0,50% Synthetic Data,4
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,50% Synthetic Data,4
River,1.0,0.9607843137254902,0.98,51.0,50% Synthetic Data,4
SeaLake,1.0,1.0,1.0,59.0,50% Synthetic Data,4
AnnualCrop,0.9655172413793104,0.9655172413793104,0.9655172413793104,58.0,5% Synthetic + Geometric,4
Forest,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,5% Synthetic + Geometric,4
HerbaceousVegetation,0.9242424242424242,0.953125,0.9384615384615385,64.0,5% Synthetic + Geometric,4
Highway,0.9629629629629629,0.9629629629629629,0.9629629629629629,54.0,5% Synthetic + Geometric,4
Industrial,0.9607843137254902,0.98,0.9702970297029703,50.0,5% Synthetic + Geometric,4
Pasture,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0,5% Synthetic + Geometric,4
PermanentCrop,0.9574468085106383,0.8823529411764706,0.9183673469387755,51.0,5% Synthetic + Geometric,4
Residential,0.9838709677419355,1.0,0.991869918699187,61.0,5% Synthetic + Geometric,4
River,0.9807692307692307,1.0,0.9902912621359223,51.0,5% Synthetic + Geometric,4
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,5% Synthetic + Geometric,4
AnnualCrop,0.9666666666666667,1.0,0.9830508474576272,58.0,10% Synthetic + Geometric,4
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,10% Synthetic + Geometric,4
HerbaceousVegetation,0.9402985074626866,0.984375,0.9618320610687023,64.0,10% Synthetic + Geometric,4
Highway,0.9615384615384616,0.9259259259259259,0.9433962264150944,54.0,10% Synthetic + Geometric,4
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,10% Synthetic + Geometric,4
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,10% Synthetic + Geometric,4
PermanentCrop,0.9583333333333334,0.9019607843137255,0.9292929292929293,51.0,10% Synthetic + Geometric,4
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,10% Synthetic + Geometric,4
River,1.0,1.0,1.0,51.0,10% Synthetic + Geometric,4
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,10% Synthetic + Geometric,4
AnnualCrop,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0,20% Synthetic + Geometric,4
Forest,0.9814814814814815,0.9814814814814815,0.9814814814814815,54.0,20% Synthetic + Geometric,4
HerbaceousVegetation,0.953125,0.953125,0.953125,64.0,20% Synthetic + Geometric,4
Highway,0.9259259259259259,0.9259259259259259,0.9259259259259259,54.0,20% Synthetic + Geometric,4
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,20% Synthetic + Geometric,4
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,20% Synthetic + Geometric,4
PermanentCrop,0.9387755102040817,0.9019607843137255,0.92,51.0,20% Synthetic + Geometric,4
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,20% Synthetic + Geometric,4
River,0.9615384615384616,0.9803921568627451,0.970873786407767,51.0,20% Synthetic + Geometric,4
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,20% Synthetic + Geometric,4
AnnualCrop,0.9354838709677419,1.0,0.9666666666666667,58.0,30% Synthetic + Geometric,4
Forest,0.9811320754716981,0.9629629629629629,0.9719626168224299,54.0,30% Synthetic + Geometric,4
HerbaceousVegetation,0.9642857142857143,0.84375,0.9,64.0,30% Synthetic + Geometric,4
Highway,0.9272727272727272,0.9444444444444444,0.9357798165137615,54.0,30% Synthetic + Geometric,4
Industrial,0.9245283018867925,0.98,0.9514563106796117,50.0,30% Synthetic + Geometric,4
Pasture,0.925,0.9736842105263158,0.9487179487179487,38.0,30% Synthetic + Geometric,4
PermanentCrop,0.9574468085106383,0.8823529411764706,0.9183673469387755,51.0,30% Synthetic + Geometric,4
Residential,0.9230769230769231,0.9836065573770492,0.9523809523809523,61.0,30% Synthetic + Geometric,4
River,0.98,0.9607843137254902,0.9702970297029703,51.0,30% Synthetic + Geometric,4
SeaLake,1.0,1.0,1.0,59.0,30% Synthetic + Geometric,4
AnnualCrop,0.9830508474576272,1.0,0.9914529914529915,58.0,40% Synthetic + Geometric,4
Forest,1.0,1.0,1.0,54.0,40% Synthetic + Geometric,4
HerbaceousVegetation,0.9538461538461539,0.96875,0.9612403100775194,64.0,40% Synthetic + Geometric,4
Highway,0.9464285714285714,0.9814814814814815,0.9636363636363636,54.0,40% Synthetic + Geometric,4
Industrial,0.9423076923076923,0.98,0.9607843137254902,50.0,40% Synthetic + Geometric,4
Pasture,1.0,0.9736842105263158,0.9866666666666667,38.0,40% Synthetic + Geometric,4
PermanentCrop,0.9591836734693877,0.9215686274509803,0.94,51.0,40% Synthetic + Geometric,4
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,40% Synthetic + Geometric,4
River,1.0,0.9803921568627451,0.9900990099009901,51.0,40% Synthetic + Geometric,4
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,40% Synthetic + Geometric,4
AnnualCrop,0.9827586206896551,0.9827586206896551,0.9827586206896551,58.0,50% Synthetic + Geometric,4
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,50% Synthetic + Geometric,4
HerbaceousVegetation,0.9523809523809523,0.9375,0.9448818897637795,64.0,50% Synthetic + Geometric,4
Highway,0.9444444444444444,0.9444444444444444,0.9444444444444444,54.0,50% Synthetic + Geometric,4
Industrial,0.9259259259259259,1.0,0.9615384615384616,50.0,50% Synthetic + Geometric,4
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,50% Synthetic + Geometric,4
PermanentCrop,0.92,0.9019607843137255,0.9108910891089109,51.0,50% Synthetic + Geometric,4
Residential,1.0,0.9508196721311475,0.9747899159663865,61.0,50% Synthetic + Geometric,4
River,0.9433962264150944,0.9803921568627451,0.9615384615384616,51.0,50% Synthetic + Geometric,4
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,50% Synthetic + Geometric,4
AnnualCrop,0.9032258064516129,0.9655172413793104,0.9333333333333333,58.0,No Augmentation,5
Forest,0.9642857142857143,1.0,0.9818181818181818,54.0,No Augmentation,5
HerbaceousVegetation,0.9545454545454546,0.984375,0.9692307692307692,64.0,No Augmentation,5
Highway,0.96,0.8888888888888888,0.9230769230769231,54.0,No Augmentation,5
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,No Augmentation,5
Pasture,1.0,0.9736842105263158,0.9866666666666667,38.0,No Augmentation,5
PermanentCrop,0.94,0.9215686274509803,0.9306930693069307,51.0,No Augmentation,5
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,No Augmentation,5
River,1.0,0.9411764705882353,0.9696969696969697,51.0,No Augmentation,5
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,No Augmentation,5
AnnualCrop,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0,Geometric Augmentation,5
Forest,1.0,0.9814814814814815,0.9906542056074766,54.0,Geometric Augmentation,5
HerbaceousVegetation,0.9142857142857143,1.0,0.9552238805970149,64.0,Geometric Augmentation,5
Highway,0.9811320754716981,0.9629629629629629,0.9719626168224299,54.0,Geometric Augmentation,5
Industrial,0.9433962264150944,1.0,0.970873786407767,50.0,Geometric Augmentation,5
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,Geometric Augmentation,5
PermanentCrop,1.0,0.9215686274509803,0.9591836734693877,51.0,Geometric Augmentation,5
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,Geometric Augmentation,5
River,0.98,0.9607843137254902,0.9702970297029703,51.0,Geometric Augmentation,5
SeaLake,1.0,0.9830508474576272,0.9914529914529915,59.0,Geometric Augmentation,5
AnnualCrop,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0,5% Synthetic Data,5
Forest,0.9818181818181818,1.0,0.9908256880733946,54.0,5% Synthetic Data,5
HerbaceousVegetation,0.9090909090909091,0.9375,0.9230769230769231,64.0,5% Synthetic Data,5
Highway,0.9454545454545454,0.9629629629629629,0.9541284403669725,54.0,5% Synthetic Data,5
Industrial,0.96,0.96,0.96,50.0,5% Synthetic Data,5
Pasture,0.972972972972973,0.9473684210526315,0.96,38.0,5% Synthetic Data,5
PermanentCrop,0.9375,0.8823529411764706,0.9090909090909091,51.0,5% Synthetic Data,5
Residential,1.0,0.9836065573770492,0.9917355371900827,61.0,5% Synthetic Data,5
River,1.0,1.0,1.0,51.0,5% Synthetic Data,5
SeaLake,1.0,1.0,1.0,59.0,5% Synthetic Data,5
AnnualCrop,0.9206349206349206,1.0,0.9586776859504132,58.0,10% Synthetic Data,5
Forest,0.9473684210526315,1.0,0.972972972972973,54.0,10% Synthetic Data,5
HerbaceousVegetation,0.953125,0.953125,0.953125,64.0,10% Synthetic Data,5
Highway,0.9259259259259259,0.9259259259259259,0.9259259259259259,54.0,10% Synthetic Data,5
Industrial,0.9215686274509803,0.94,0.9306930693069307,50.0,10% Synthetic Data,5
Pasture,1.0,0.9473684210526315,0.972972972972973,38.0,10% Synthetic Data,5
PermanentCrop,0.9375,0.8823529411764706,0.9090909090909091,51.0,10% Synthetic Data,5
Residential,1.0,0.9672131147540983,0.9833333333333333,61.0,10% Synthetic Data,5
River,0.9795918367346939,0.9411764705882353,0.96,51.0,10% Synthetic Data,5
SeaLake,1.0,1.0,1.0,59.0,10% Synthetic Data,5
AnnualCrop,0.9344262295081968,0.9827586206896551,0.957983193277311,58.0,20% Synthetic Data,5
Forest,0.9473684210526315,1.0,0.972972972972973,54.0,20% Synthetic Data,5
HerbaceousVegetation,0.9384615384615385,0.953125,0.9457364341085271,64.0,20% Synthetic Data,5
Highway,0.8947368421052632,0.9444444444444444,0.918918918918919,54.0,20% Synthetic Data,5
Industrial,0.9591836734693877,0.94,0.9494949494949495,50.0,20% Synthetic Data,5
Pasture,1.0,0.8947368421052632,0.9444444444444444,38.0,20% Synthetic Data,5
PermanentCrop,0.9583333333333334,0.9019607843137255,0.9292929292929293,51.0,20% Synthetic Data,5
Residential,1.0,1.0,1.0,61.0,20% Synthetic Data,5
River,0.9795918367346939,0.9411764705882353,0.96,51.0,20% Synthetic Data,5
SeaLake,1.0,1.0,1.0,59.0,20% Synthetic Data,5
AnnualCrop,0.9344262295081968,0.9827586206896551,0.957983193277311,58.0,30% Synthetic Data,5
Forest,0.9473684210526315,1.0,0.972972972972973,54.0,30% Synthetic Data,5
HerbaceousVegetation,0.90625,0.90625,0.90625,64.0,30% Synthetic Data,5
Highway,0.9433962264150944,0.9259259259259259,0.9345794392523364,54.0,30% Synthetic Data,5
